Datetime,Open,High,Low,Close,Adj Close,Volume
2020-01-24 09:30:00-05:00,258.6700134,259.5,258.3601074,258.8501892,258.8501892,568209
2020-01-24 09:32:00-05:00,258.7738037,258.9100037,257.1700134,257.1700134,257.1700134,161609
2020-01-24 09:34:00-05:00,257,257.3980103,257,257.2999878,257.2999878,88144
2020-01-24 09:36:00-05:00,257.0299988,257.1268921,256.8937988,257.0517883,257.0517883,116579
2020-01-24 09:38:00-05:00,257.019989,257.1400146,256.2099915,256.2099915,256.2099915,121766
2020-01-24 09:40:00-05:00,255.8972015,255.9024963,255.6699982,255.6699982,255.6699982,173870
2020-01-24 09:42:00-05:00,255.794693,256.3713989,255.794693,256.3713989,256.3713989,86542
2020-01-24 09:44:00-05:00,256.4100037,256.528595,256.1900024,256.528595,256.528595,86985
2020-01-24 09:46:00-05:00,256.0799866,256.0799866,255.5500946,255.5500946,255.5500946,77448
2020-01-24 09:48:00-05:00,255.8710022,255.8887024,255.3907013,255.3907013,255.3907013,69022
2020-01-24 09:50:00-05:00,255.3099976,255.5399933,255.3099976,255.5399933,255.5399933,71205
2020-01-24 09:52:00-05:00,255.8800049,255.8899994,255.4600067,255.4799957,255.4799957,77722
2020-01-24 09:54:00-05:00,255.3200073,255.3200073,255.0700073,255.1999969,255.1999969,77012
2020-01-24 09:56:00-05:00,255.3218994,255.9100037,255.3218994,255.9100037,255.9100037,42723
2020-01-24 09:58:00-05:00,255.473999,256.0492859,255.3480988,255.7268066,255.7268066,56394
2020-01-24 10:00:00-05:00,255.6799927,255.8099976,255.1999969,255.3137054,255.3137054,26431
2020-01-24 10:02:00-05:00,255.2463989,255.6000061,254.9241028,255.1600037,255.1600037,39821
2020-01-24 10:04:00-05:00,255.1000061,255.7899933,255.0500031,255.1199951,255.1199951,61467
2020-01-24 10:06:00-05:00,255.1000061,255.3600006,254.5599976,254.6399994,254.6399994,63371
2020-01-24 10:08:00-05:00,254.5700073,254.9071045,254.4900055,254.8600006,254.8600006,61544
2020-01-24 10:10:00-05:00,254.8800049,255.1699982,254.6199951,254.9785004,254.9785004,32629
2020-01-24 10:12:00-05:00,254.9833069,255.1000061,254.6900024,254.9700012,254.9700012,43909
2020-01-24 10:14:00-05:00,255,255.1298981,254.8000031,255,255,25559
2020-01-24 10:16:00-05:00,254.9972992,255.0200043,254.3699951,254.4299927,254.4299927,41129
2020-01-24 10:18:00-05:00,254.4600067,254.4611969,253.8238068,253.887207,253.887207,62366
2020-01-24 10:20:00-05:00,253.8899994,254.0500031,253.5599976,253.9900055,253.9900055,59682
2020-01-24 10:22:00-05:00,253.9606018,254.375,253.9438934,254.366394,254.366394,43288
2020-01-24 10:24:00-05:00,254.3800049,254.4799957,254.0200958,254.1399994,254.1399994,42338
2020-01-24 10:26:00-05:00,254.0449982,254.1900024,253.8999939,253.9568024,253.9568024,22783
2020-01-24 10:28:00-05:00,253.9100037,253.9570007,253.3000031,253.6399994,253.6399994,62018
2020-01-24 10:30:00-05:00,253.5500031,253.9799957,253.4299927,253.9100037,253.9100037,29785
2020-01-24 10:32:00-05:00,253.9199982,254.3500061,253.7850037,254.3500061,254.3500061,50600
2020-01-24 10:34:00-05:00,254.3049927,254.7030029,254.2200012,254.6334076,254.6334076,81281
2020-01-24 10:36:00-05:00,254.6450043,254.8200073,254.4900055,254.6300049,254.6300049,47790
2020-01-24 10:38:00-05:00,254.6134949,254.8587952,254.3999939,254.7799988,254.7799988,56764
2020-01-24 10:40:00-05:00,254.7586975,254.9100037,254.6999969,254.8704071,254.8704071,27288
2020-01-24 10:42:00-05:00,254.9199982,255.0200043,254.6199951,254.8090057,254.8090057,32993
2020-01-24 10:44:00-05:00,254.8267975,254.8267975,254.1100006,254.1399994,254.1399994,32639
2020-01-24 10:46:00-05:00,254.1950073,254.7550049,254.1331024,254.7281036,254.7281036,32493
2020-01-24 10:48:00-05:00,254.6495056,254.7799988,254.4299927,254.4700012,254.4700012,21524
2020-01-24 10:50:00-05:00,254.4839935,254.7687988,254.4649963,254.6799927,254.6799927,21856
2020-01-24 10:52:00-05:00,254.75,255.0899963,254.75,255,255,39228
2020-01-24 10:54:00-05:00,254.9799957,255.3999939,254.9799957,255.3354034,255.3354034,39752
2020-01-24 10:56:00-05:00,255.3569031,255.5,255.0700073,255.3399963,255.3399963,68356
2020-01-24 10:58:00-05:00,255.2855988,255.3699951,254.9499969,255.1699982,255.1699982,74283
2020-01-24 11:00:00-05:00,255.1100006,255.3500061,254.8000031,255.2799988,255.2799988,51189
2020-01-24 11:02:00-05:00,255.2514954,255.5039978,255.0899963,255.1600037,255.1600037,48031
2020-01-24 11:04:00-05:00,255.1900024,255.6600037,255.1900024,255.2899933,255.2899933,76142
2020-01-24 11:06:00-05:00,255.3399963,255.559494,255.2102051,255.5,255.5,32800
2020-01-24 11:08:00-05:00,255.3650055,255.5800018,255.3650055,255.5700073,255.5700073,15539
2020-01-24 11:10:00-05:00,255.5899963,255.7899933,255.5899963,255.6636047,255.6636047,34658
2020-01-24 11:12:00-05:00,255.7299957,255.7299957,255.5,255.5899963,255.5899963,25628
2020-01-24 11:14:00-05:00,255.5959015,255.8388977,255.4600067,255.7649994,255.7649994,39441
2020-01-24 11:16:00-05:00,255.6934052,255.75,255.0299988,255.0700073,255.0700073,30061
2020-01-24 11:18:00-05:00,255.1004028,255.1004028,254.2899933,254.7935944,254.7935944,81274
2020-01-24 11:20:00-05:00,254.6999969,254.9600067,254.6399994,254.6399994,254.6399994,24481
2020-01-24 11:22:00-05:00,254.5800018,254.8849945,254.5700073,254.8056946,254.8056946,22051
2020-01-24 11:24:00-05:00,254.8034973,254.8500061,254.4799957,254.6399994,254.6399994,28397
2020-01-24 11:26:00-05:00,254.6999969,254.8000031,254.6000061,254.7200012,254.7200012,20287
2020-01-24 11:28:00-05:00,254.6600037,254.9600067,254.5800018,254.9468994,254.9468994,24656
2020-01-24 11:30:00-05:00,254.9349976,255.0350037,254.7200012,254.8399963,254.8399963,32016
2020-01-24 11:32:00-05:00,254.7872925,254.8999939,254.4600067,254.7698975,254.7698975,46939
2020-01-24 11:34:00-05:00,254.7200012,255.2799988,254.6300049,255.1799927,255.1799927,82876
2020-01-24 11:36:00-05:00,255.1300049,255.3000031,254.8699951,255.2799988,255.2799988,33815
2020-01-24 11:38:00-05:00,255.2747955,255.2998962,254.9001007,254.9302063,254.9302063,23893
2020-01-24 11:40:00-05:00,254.9700012,255.0207977,254.6753998,254.6885071,254.6885071,27360
2020-01-24 11:42:00-05:00,254.6799927,254.6927948,254.4199982,254.5895996,254.5895996,23885
2020-01-24 11:44:00-05:00,254.6199951,254.6799927,254.3699951,254.4541016,254.4541016,17469
2020-01-24 11:46:00-05:00,254.4499969,254.75,254.4400024,254.4467926,254.4467926,17226
2020-01-24 11:48:00-05:00,254.3999939,254.4299927,254.1399994,254.3500061,254.3500061,26631
2020-01-24 11:50:00-05:00,254.3399963,254.3399963,254.0218048,254.1300049,254.1300049,22154
2020-01-24 11:52:00-05:00,254.1100006,254.1799927,253.9600067,254.1074982,254.1074982,30634
2020-01-24 11:54:00-05:00,254.0399933,254.1600037,253.7200012,254.1000061,254.1000061,20743
2020-01-24 11:56:00-05:00,253.9400024,254.1139984,253.6587982,253.7550049,253.7550049,14819
2020-01-24 11:58:00-05:00,253.7200012,253.9499969,253.6000061,253.7153015,253.7153015,18750
2020-01-24 12:00:00-05:00,253.6300049,253.75,253.1199951,253.2250061,253.2250061,34521
2020-01-24 12:02:00-05:00,253.2276001,253.3200073,253.0500031,253.209198,253.209198,13942
2020-01-24 12:04:00-05:00,253.1199951,253.263504,252.9309998,253,253,107890
2020-01-24 12:06:00-05:00,252.9199982,252.9250031,252.5500031,252.6799927,252.6799927,38243
2020-01-24 12:08:00-05:00,252.7299042,252.8300018,252.1999969,252.4485016,252.4485016,58298
2020-01-24 12:10:00-05:00,252.3800049,252.6399994,251.8921967,252.4154968,252.4154968,42810
2020-01-24 12:12:00-05:00,252.4199982,252.4799957,251.9109039,252.2149963,252.2149963,33275
2020-01-24 12:14:00-05:00,252.25,252.4100037,252.1000061,252.1999969,252.1999969,28494
2020-01-24 12:16:00-05:00,252.25,252.4900055,252.0399933,252.1051025,252.1051025,82411
2020-01-24 12:18:00-05:00,252.1000061,252.2149963,251.4300995,251.6999969,251.6999969,88203
2020-01-24 12:20:00-05:00,251.5899963,251.9076996,251.5063019,251.6800995,251.6800995,30802
2020-01-24 12:22:00-05:00,251.7299957,251.9499969,251.6199951,251.8500061,251.8500061,28255
2020-01-24 12:24:00-05:00,251.8800049,252.2967072,251.8300934,252.0681,252.0681,52204
2020-01-24 12:26:00-05:00,252.1000061,252.1114044,251.7651978,251.8600006,251.8600006,49305
2020-01-24 12:28:00-05:00,251.8699951,252.079895,251.6649933,252.079895,252.079895,28953
2020-01-24 12:30:00-05:00,252.1000061,252.5299988,251.8914032,252.241394,252.241394,44592
2020-01-24 12:32:00-05:00,252.3249969,252.7570953,252.2964935,252.6109924,252.6109924,36677
2020-01-24 12:34:00-05:00,252.6100006,252.8699951,252.5299988,252.8556061,252.8556061,28711
2020-01-24 12:36:00-05:00,252.8800049,252.9400024,252.6999969,252.7799988,252.7799988,21130
2020-01-24 12:38:00-05:00,252.839798,252.9700012,252.6499939,252.9199982,252.9199982,41057
2020-01-24 12:40:00-05:00,252.9100037,253.5,252.8800049,253.2799988,253.2799988,56801
2020-01-24 12:42:00-05:00,253.2899933,253.3899994,253.1000061,253.1499939,253.1499939,36139
2020-01-24 12:44:00-05:00,253.1799927,253.3800049,252.7599945,252.8999939,252.8999939,34763
2020-01-24 12:46:00-05:00,252.8800049,252.9427032,252.5599976,252.7017059,252.7017059,39946
2020-01-24 12:48:00-05:00,252.7299957,253.2335968,252.7299957,253.2100067,253.2100067,27977
2020-01-24 12:50:00-05:00,253.1300049,253.3200073,253.0101013,253.3099976,253.3099976,17085
2020-01-24 12:52:00-05:00,253.2400055,253.2400055,253.1009979,253.2200012,253.2200012,7674
2020-01-24 12:54:00-05:00,253.2700043,253.3999939,253.0299988,253.2299957,253.2299957,15026
2020-01-24 12:56:00-05:00,253.2200012,253.2299957,253,253.0249939,253.0249939,16859
2020-01-24 12:58:00-05:00,253.0299988,253.4199982,253.0099945,253.3614044,253.3614044,14057
2020-01-24 13:00:00-05:00,253.3300018,253.3806,252.9095001,253.0699005,253.0699005,21428
2020-01-24 13:02:00-05:00,252.9900055,252.9900055,252.4900055,252.5099945,252.5099945,16994
2020-01-24 13:04:00-05:00,252.4700012,252.6300049,252.2599945,252.4550018,252.4550018,17133
