Datetime,Open,High,Low,Close,Adj Close,Volume
2020-01-24 09:30:00-05:00,320.25,320.8900146,319.8699951,320.8078003,320.8078003,1290322
2020-01-24 09:32:00-05:00,320.8340149,320.9599915,320.5899963,320.8380127,320.8380127,380482
2020-01-24 09:34:00-05:00,320.6532898,320.9400024,320.6532898,320.8999939,320.8999939,430331
2020-01-24 09:36:00-05:00,320.8044128,321.0834045,320.8044128,320.8500061,320.8500061,324931
2020-01-24 09:38:00-05:00,320.9200134,321.3599854,320.8721008,321.3599854,321.3599854,292059
2020-01-24 09:40:00-05:00,321.5799866,321.5799866,321.3800049,321.440094,321.440094,331439
2020-01-24 09:42:00-05:00,321.4500122,321.6463013,321.4500122,321.5549927,321.5549927,195630
2020-01-24 09:44:00-05:00,321.5899963,321.5899963,321.3872986,321.3872986,321.3872986,232633
2020-01-24 09:46:00-05:00,321.5351868,321.5351868,321.4468079,321.4649963,321.4649963,182598
2020-01-24 09:48:00-05:00,321.3999939,321.6651917,321.3800049,321.6651917,321.6651917,730626
2020-01-24 09:50:00-05:00,321.8599854,321.9112854,321.8308105,321.8702087,321.8702087,221161
2020-01-24 09:52:00-05:00,321.8806152,321.8806152,321.7200012,321.7200012,321.7200012,149162
2020-01-24 09:54:00-05:00,321.730011,322,321.7200012,322,322,449332
2020-01-24 09:56:00-05:00,322.0469971,322.3800049,322,322.313385,322.313385,270388
2020-01-24 09:58:00-05:00,322.3349915,322.6300049,322.2999878,322.6099854,322.6099854,285255
2020-01-24 10:00:00-05:00,322.6199951,322.6300049,322.3099976,322.4599915,322.4599915,272010
2020-01-24 10:02:00-05:00,322.4599915,322.5150146,322.1400146,322.2099915,322.2099915,181063
2020-01-24 10:04:00-05:00,322.2099915,322.3699951,321.6799927,321.8518066,321.8518066,220197
2020-01-24 10:06:00-05:00,321.8598022,322.1099854,321.75,321.8599854,321.8599854,197431
2020-01-24 10:08:00-05:00,321.8399963,321.9700012,321.6000061,321.6499939,321.6499939,139077
2020-01-24 10:10:00-05:00,321.6600037,321.8399048,321.4599915,321.7796021,321.7796021,224506
2020-01-24 10:12:00-05:00,321.7799988,322.1400146,321.7130127,322.1160889,322.1160889,174161
2020-01-24 10:14:00-05:00,322.1151123,322.3599854,322,322.2702942,322.2702942,163070
2020-01-24 10:16:00-05:00,322.2898865,322.2898865,321.6700134,321.8403015,321.8403015,183693
2020-01-24 10:18:00-05:00,321.8399963,321.8450012,321.6000061,321.6499939,321.6499939,111427
2020-01-24 10:20:00-05:00,321.6700134,321.75,321.4400024,321.6958008,321.6958008,205649
2020-01-24 10:22:00-05:00,321.6900024,321.7900085,321.5521851,321.7349854,321.7349854,112606
2020-01-24 10:24:00-05:00,321.75,321.8479004,321.5,321.5000916,321.5000916,124704
2020-01-24 10:26:00-05:00,321.5,321.5,321.0899963,321.230011,321.230011,213910
2020-01-24 10:28:00-05:00,321.2149963,321.3500061,321,321.1000061,321.1000061,205025
2020-01-24 10:30:00-05:00,321.0899963,321.5599976,321.0599976,321.4500122,321.4500122,214389
2020-01-24 10:32:00-05:00,321.4400024,321.6700134,321.3999939,321.6005859,321.6005859,151125
2020-01-24 10:34:00-05:00,321.6023865,321.7142944,321.480011,321.6000061,321.6000061,121553
2020-01-24 10:36:00-05:00,321.6300049,321.8989868,321.6300049,321.8352966,321.8352966,195450
2020-01-24 10:38:00-05:00,321.8500061,322.1300049,321.8500061,321.9949951,321.9949951,184196
2020-01-24 10:40:00-05:00,322.0098877,322.0299988,321.6900024,321.809906,321.809906,112498
2020-01-24 10:42:00-05:00,321.8200073,321.980011,321.75,321.9200134,321.9200134,124630
2020-01-24 10:44:00-05:00,321.9100037,322.1499939,321.6400146,321.6400146,321.6400146,235745
2020-01-24 10:46:00-05:00,321.6420898,321.9899902,321.4899902,321.8301086,321.8301086,135583
2020-01-24 10:48:00-05:00,321.8599854,321.8999939,321.6300049,321.663208,321.663208,120693
2020-01-24 10:50:00-05:00,321.6700134,321.7399902,321.5299988,321.6700134,321.6700134,73111
2020-01-24 10:52:00-05:00,321.6700134,321.8999939,321.6700134,321.7991943,321.7991943,79186
2020-01-24 10:54:00-05:00,321.7799988,322.2200012,321.769989,322.1448059,322.1448059,165122
2020-01-24 10:56:00-05:00,322.1499939,322.1600037,321.8200073,321.9700012,321.9700012,89010
2020-01-24 10:58:00-05:00,321.9700012,322.2999878,321.9360046,322.2200012,322.2200012,118380
2020-01-24 11:00:00-05:00,322.2687073,322.3599854,322.1700134,322.2900085,322.2900085,115302
2020-01-24 11:02:00-05:00,322.2999878,322.6861877,322.2900085,322.6799927,322.6799927,199817
2020-01-24 11:04:00-05:00,322.6700134,322.9500122,322.6700134,322.8800049,322.8800049,197150
2020-01-24 11:06:00-05:00,322.875,323.1499939,322.875,323.1400146,323.1400146,252093
2020-01-24 11:08:00-05:00,323.1499939,323.3299866,323.0620117,323.0678101,323.0678101,224462
2020-01-24 11:10:00-05:00,323.0646057,323.1600037,322.8999939,323.0205994,323.0205994,151597
2020-01-24 11:12:00-05:00,323.0400085,323.230011,322.8500061,322.8999939,322.8999939,155941
2020-01-24 11:14:00-05:00,322.8999939,323.1700134,322.8699951,323.0100098,323.0100098,134084
2020-01-24 11:16:00-05:00,323.0284119,323.1600037,322.9299927,322.9899902,322.9899902,105351
2020-01-24 11:18:00-05:00,322.9899902,322.9899902,322.1600037,322.5401001,322.5401001,344915
2020-01-24 11:20:00-05:00,322.5795898,322.8900146,322.4200134,322.4500122,322.4500122,222981
2020-01-24 11:22:00-05:00,322.4552002,322.7000122,322.3200073,322.4847107,322.4847107,109556
2020-01-24 11:24:00-05:00,322.4849854,322.4899902,321.8800049,321.9599915,321.9599915,212004
2020-01-24 11:26:00-05:00,321.9500122,322.1470032,321.8399963,321.8699951,321.8699951,183765
2020-01-24 11:28:00-05:00,321.8500061,322.4500122,321.75,322.4200134,322.4200134,179690
2020-01-24 11:30:00-05:00,322.3900146,322.4100037,322.1264954,322.269989,322.269989,111752
2020-01-24 11:32:00-05:00,322.269989,322.3500061,322.0140076,322.2047119,322.2047119,94836
2020-01-24 11:34:00-05:00,322.1900024,322.4899902,322.1600037,322.4303894,322.4303894,115205
2020-01-24 11:36:00-05:00,322.4450073,322.6600037,322.25,322.5548096,322.5548096,136773
2020-01-24 11:38:00-05:00,322.5552063,322.5899963,322.4100037,322.4151917,322.4151917,63515
2020-01-24 11:40:00-05:00,322.3999939,322.4899902,322.1400146,322.1626892,322.1626892,64015
2020-01-24 11:42:00-05:00,322.1651917,322.25,321.8500061,322.1798096,322.1798096,145948
2020-01-24 11:44:00-05:00,322.1900024,322.269989,322.0400085,322.1795044,322.1795044,66822
2020-01-24 11:46:00-05:00,322.1650085,322.4200134,322.1199951,322.2399902,322.2399902,109921
2020-01-24 11:48:00-05:00,322.230011,322.2900085,322,322.2799988,322.2799988,85584
2020-01-24 11:50:00-05:00,322.2799988,322.3999939,322.0700073,322.2850037,322.2850037,63729
2020-01-24 11:52:00-05:00,322.2846069,322.3200073,322.1600037,322.1950073,322.1950073,53084
2020-01-24 11:54:00-05:00,322.2099915,322.4400024,322.0302124,322.25,322.25,80779
